subject,trial,feature,roi
30,114,"[0.6396447529372631, 0.6955178158873156, 0.8436355000527775, 0.6229239686661018, 0.36008372898700736, 0.21482770251548444, 0.6527520721766981, 0.3660039311222536, 0.17247629733197234, 0.8823488438220582, 0.8400777989643213, 0.8749772886808455, 0.5457447172573306]",mouth
30,115,"[0.7506978904259276, 0.9271067957383148, 0.7569671678119044, 0.7991697542352993, 0.8650495459278191, 0.3751324146228573, 0.9323683446090832, 0.9955629799260557, 0.6187861417781524, 0.7755773835246661, 0.8629760811683047, 0.6067327453225286, 0.9509243888777265]",eye
30,116,"[0.8870772078638016, 0.4078679458733262, 0.5474050534668489, 0.9333234020037463, 0.18862866945145818, 0.17930585211597827, 0.5437315550350404, 0.6518262255075874, 0.6753628819849357, 0.6974776944074484, 0.5541654386006865, 0.3031987235702698, 0.3017337694520167]",
30,117,"[0.4615610344119274, 0.7397854221009489, 0.7077998846294397, 0.008678277336475304, 0.7189069564369275, 0.21646954001418928, 0.33263420844959557, 0.5774685545925725, 0.32954287193105924, 0.6766746562905077, 0.38590400191377483, 0.26752612417010313, 0.6429424677436387]",
30,118,"[0.8010736178682503, 0.8005907271394341, 0.38726991247864884, 0.6121034018001421, 0.8120799623565974, 0.8492965519943533, 0.04931938144760506, 0.12329326530241125, 0.8858086491202606, 0.247186467840535, 0.08910643113462502, 0.6430005432965296, 0.5965814512735145]",mouth
30,119,"[0.7329435860704877, 0.3508289062061135, 0.789571411407291, 0.5987554977258255, 0.6772238305021239, 0.02829229210810924, 0.5106835129508909, 0.5330718668351598, 0.26361358087148024, 0.22950271796679733, 0.02473190526622715, 0.26108730134016145, 0.6112953174587903]",eye
30,120,"[0.7162010459329912, 0.33018780121870395, 0.9185471510082618, 0.8366614221137444, 0.6061836616580281, 0.7312565969993102, 0.9682718747628227, 0.04608350208371337, 0.7178677609591807, 0.387362114108865, 0.31147360615943276, 0.8463322084208517, 0.3102539776447282]",mouth
30,121,"[0.3551053745237104, 0.6847504256311963, 0.25515105738526633, 0.20930802093952539, 0.9122786979149967, 0.7279855094145954, 0.5641949579704728, 0.9581339033270722, 0.3112821228331236, 0.16657130890793115, 0.2596935019331641, 0.5498250426887159, 0.8015211879215777]",eye
30,122,"[0.048645672516408056, 0.3955481260979812, 0.9858294468933625, 0.4832293611234426, 0.3684319971153741, 0.2095225604241675, 0.2366828804690556, 0.6060747892789058, 0.8219150283360914, 0.6347783447264854, 0.6062668020619689, 0.9602285563499056, 0.22486946523586693]",eye
30,123,"[0.7951193182795089, 0.9566207873461272, 0.5250231819902823, 0.5170947094647484, 0.17712193932919584, 0.3413851580106422, 0.16098141401852584, 0.4942209940940714, 0.03632475150147263, 0.42804914625154145, 0.4783702634635121, 0.22595685510380292, 0.1893309748722405]",eye
30,124,"[0.49389133433473664, 0.8944786088644349, 0.4100715735384589, 0.6503378241929954, 0.7899650621919391, 0.618210571765517, 0.5448107709187975, 0.6188402807975649, 0.8050123122738917, 0.7098271641256099, 0.7365750591609126, 0.8743161780913079, 0.1952902107124047]",eye
30,125,"[0.5275034399770618, 0.8737965889157977, 0.7675467982302285, 0.606997568651036, 0.346482364764257, 0.18312679215154792, 0.37452688401798007, 0.3011171633433848, 0.3507788243079859, 0.3041378898032595, 0.6879956196292201, 0.903124209688333, 0.6454858139411602]",eye
30,126,"[0.0005962869091145073, 0.7422183954493669, 0.6857868270949381, 0.8153331504843802, 0.7023284648786109, 0.35562751132148407, 0.1299664710917079, 0.27851229978096614, 0.7833694706968843, 0.10021463111633955, 0.626601713827927, 0.47371950465498236, 0.5328129102036772]",eye
30,127,"[0.1811978998858632, 0.833908138154457, 0.0570746654748453, 0.8043356788271719, 0.16465956232585044, 0.8782696963946065, 0.03084426809125196, 0.2835524567832588, 0.5373478167431894, 0.16961876052051672, 0.04298647202925321, 0.12535496599655416, 0.48487591995397883]",
30,128,"[0.7741245678530909, 0.21908675857295112, 0.6470673871239763, 0.020717974813732165, 0.8154911814994693, 0.5537465627874671, 0.9949028837954322, 0.794361323285673, 0.4722813342271256, 0.013606390237907773, 0.07495176339778464, 0.26822090596178816, 0.13774630329130289]",eye
30,129,"[0.30182629384946646, 0.9508277111131543, 0.7883050653979581, 0.09726067813791406, 0.24177400195649978, 0.9510166578993208, 0.8578592405163326, 0.5982491004699534, 0.43878428937241565, 0.6800079603941962, 0.789191841113358, 0.6927285465645087, 0.5716502450505692]",mouth
30,130,"[0.040938361550343694, 0.3842550549671264, 0.19924135338754712, 0.7386921817088531, 0.914735945921606, 0.9658367155673816, 0.09067694611139943, 0.006478591692190561, 0.08096623774834566, 0.3209856937616701, 0.8539912508367271, 0.29974204430012563, 0.510313890480001]",eye
30,131,"[0.4386079077283018, 0.03955149989093054, 0.5762491700159648, 0.2755563545335612, 0.24381836555715375, 0.010550486053210184, 0.9649901969796009, 0.07124508454359002, 0.5568271429114763, 0.0746411592869578, 0.12642426603484802, 0.5989357104386861, 0.9112912547709637]",eye
30,132,"[0.4163895960453048, 0.16882047300825365, 0.6680534340264115, 0.4281302028558286, 0.4582265091075872, 0.8860198554225651, 0.8163527017005567, 0.43977370454055764, 0.20208553089839687, 0.0914867445459665, 0.8238263795741381, 0.6972521265652186, 0.8322807932902913]",
30,133,"[0.590625501572046, 0.7544973592116122, 0.818746350834641, 0.6073511301377162, 0.2600817675615811, 0.5081059640411626, 0.2065430572061948, 0.8062070972298557, 0.585414808510369, 0.12168510295077217, 0.25085909183671373, 0.09382902359179457, 0.674303636524313]",eye
30,134,"[0.9803605375824423, 0.7971263451734065, 0.9684924682456638, 0.33131769734522953, 0.8909775575202923, 0.890542776613427, 0.7514616698157077, 0.37655517325144316, 0.9121352059857376, 0.10969176800870328, 0.13963403686101505, 0.849694774242896, 0.24568659686114747]",mouth
30,135,"[0.71267651095453, 0.8037426026261667, 0.5114009361325942, 0.8344223720443769, 0.8183173226307259, 0.5160351375720705, 0.10029890178728873, 0.6000578733056825, 0.5198027200246554, 0.3131872687665892, 0.24958154542562905, 0.6313740970951691, 0.06655118590233189]",mouth
30,136,"[0.9320811929958318, 0.23639121965252285, 0.008016250232756095, 0.7566709839595192, 0.475138934192751, 0.4323470841482442, 0.954980696230134, 0.7496258728794223, 0.2503310629125626, 0.9969048660118816, 0.890448570924715, 0.4740976296213997, 0.0436604239792967]",eye
30,137,"[0.6989651695205665, 0.04754088281308133, 0.2792344848686592, 0.5091150536071132, 0.7211187083556714, 0.1921566036230865, 0.30908190642550726, 0.5584407759921904, 0.3644130009702271, 0.3192762523289461, 0.9279742637483218, 0.8665093678344137, 0.1620751493532867]",
30,138,"[0.008492840182072081, 0.92108160448558, 0.6327517753603076, 0.6048400402629085, 0.30083076616118076, 0.9569657758399714, 0.22511258944287804, 0.3847400554470213, 0.8099896578589837, 0.3109462565736316, 0.6539140880073127, 0.3888303462038255, 0.8271551464814336]",mouth
30,139,"[0.24602846522738908, 0.7819099261662271, 0.2698458000814653, 0.004046221458836818, 0.5445433007173541, 0.8756997700081897, 0.14590392190650958, 0.0726741209995132, 0.6080341989468085, 0.22360206876133626, 0.12899609183719696, 0.20088312192904678, 0.15940643079692485]",
30,140,"[0.09340904495638724, 0.8112447671800875, 0.9729197393638582, 0.26812186648096314, 0.6638663477226129, 0.7964507887995574, 0.5777861105843443, 0.7269459634230913, 0.5142233518396327, 0.2675681515834736, 0.8661759194351049, 0.5885311079966743, 0.8140748297401511]",eye
30,141,"[0.10960522378353288, 0.3414246291356269, 0.6968572596373895, 0.5513280713358287, 0.39017221504311494, 0.7077725962939991, 0.2729187341753808, 0.3943654201517074, 0.47512737641287206, 0.9861566201777335, 0.576281011971571, 0.15266491945132776, 0.6693402736822258]",mouth
30,142,"[0.3380437610607634, 0.0007193067437157863, 0.7942518006230946, 0.8415005787249984, 0.02341552648696532, 0.8685782828207599, 0.48282759106101547, 0.6949184169355308, 0.7027496677920481, 0.7607186893069499, 0.7604201409994117, 0.8762078244301832, 0.49760671171988113]",mouth
30,143,"[0.08566230364702787, 0.6469284093705197, 0.2304722771867782, 0.048086259214544236, 0.8039062368271297, 0.2735779322903652, 0.00728833390598449, 0.7785941791728174, 0.29744999312764275, 0.666285655838365, 0.04811380938592613, 0.5944985238394385, 0.24746330845845765]",mouth
30,144,"[0.29892901463576493, 0.06222307862910159, 0.3126671893915388, 0.6749309176088992, 0.8185270836245728, 0.855419084685902, 0.42586247144495903, 0.7034238288898729, 0.5712802841250169, 0.22207758032760916, 0.6356818516727166, 0.7063472355595434, 0.0323945781938797]",mouth
30,145,"[0.41892245693888697, 0.055349326808077914, 0.3253408740494168, 0.18496502998627862, 0.49086066728480326, 0.9116426724343292, 0.6427572655387958, 0.6514514310760677, 0.7320207428394624, 0.3179186044614377, 0.1255080704702548, 0.22749523185192666, 0.8286590563229647]",
30,146,"[0.011225866564008702, 0.8220373014172951, 0.2228500610319848, 0.6606095500062737, 0.02687801671943668, 0.3050335338075125, 0.5353869147580786, 0.6487043425291394, 0.5580313214886425, 0.9217539285413222, 0.5741727847120177, 0.506544979102961, 0.07019089437772585]",mouth
30,147,"[0.26671451149051595, 0.19850012779618809, 0.15439379300984124, 0.005636129665875456, 0.5603364530891676, 0.1668450732831227, 0.2005313390112904, 0.6803920995244123, 0.49247393848253285, 0.3253697006190167, 0.639868216535996, 0.7424299082313963, 0.3266279969401461]",
30,148,"[0.9396281831008046, 0.7945167287410317, 0.34471768053311236, 0.09450828031270642, 0.33117832578669293, 0.9901404925614957, 0.1271199263017988, 0.45760569482254765, 0.3934120697651068, 0.5561360720620374, 0.551566467727187, 0.29671633611304804, 0.026077311882390486]",mouth
30,149,"[0.5335640386765785, 0.5852439327641521, 0.7504058927852899, 0.5810148230745852, 0.9830254622956667, 0.6511713328906445, 0.6379139899675641, 0.06892617548050894, 0.7896444427822309, 0.7640270129051873, 0.9928876654211075, 0.16193017250705433, 0.9071142539382333]",eye
30,150,"[0.7966557664284327, 0.5638886826015602, 0.581039433476434, 0.6390936382843042, 0.8846819334856322, 0.5389714306285182, 0.8704402875002154, 0.02201243447094947, 0.7206528109413878, 0.4462358929469715, 0.2626924526405071, 0.941174828468362, 0.6967312436998406]",eye
30,151,"[0.15765675140445612, 0.8431276141286653, 0.7615435710991963, 0.6660165087682616, 0.014839401534284868, 0.23971206015451718, 0.9761704776448846, 0.3254776811561315, 0.8058931136796545, 0.5233343546457209, 0.4550392866024269, 0.1670366455433372, 0.690622020941438]",
30,152,"[0.3234998914263775, 0.5256998470008527, 0.024134456441701313, 0.668521836546771, 0.34541536217583424, 0.20872457979364278, 0.4478973612051629, 0.6317742890425089, 0.35797843775029825, 0.8932005400139276, 0.8241596800054053, 0.756187929242943, 0.9003690532437346]",mouth
30,153,"[0.9785997008407104, 0.5756690183126922, 0.9848288119732238, 0.8706261841930932, 0.23948559539619985, 0.5119749217094512, 0.8134342392091197, 0.07037750117902108, 0.45172504647768463, 0.017235014870274123, 0.11703613772156873, 0.6110189699548039, 0.9542136805281505]",eye
30,154,"[0.9733814742901011, 0.8243387930592091, 0.23425129270511325, 0.1452048023937058, 0.39939886308751105, 0.3602465674563263, 0.09275238942667874, 0.49673550315158677, 0.4105817796240854, 0.21706906930277137, 0.30444177556203333, 0.14194821983502293, 0.4824022219510986]",mouth
30,155,"[0.010240911202165859, 0.4505881457610973, 0.8465829176276544, 0.8468028778575983, 0.12498237361578057, 0.22279371118481794, 0.03237912832543055, 0.1314310215485638, 0.290139665311946, 0.6831905932179566, 0.019705157805042672, 0.5413547819395408, 0.04069454701483499]",eye
30,156,"[0.8689105987730946, 0.37288079817873454, 0.8236665452530462, 0.9194604500978664, 0.19811475857852623, 0.10409812477907276, 0.961471040349786, 0.8772717792597806, 0.26167236345015343, 0.14505813931635414, 0.7835412987772669, 0.887571096902799, 0.5463678752483054]",
30,157,"[0.16149699418416585, 0.41991349527852184, 0.26754356078256747, 0.40517119653800804, 0.2670749651494272, 0.3934110090319686, 0.5213725580388339, 0.26755903898673994, 0.9073595288325078, 0.9295765205903169, 0.9887250238795863, 0.2606096488442501, 0.8551732689820788]",eye
30,158,"[0.5930168606211967, 0.21986229841278038, 0.9430052349636843, 0.43033652991425386, 0.430785677836213, 0.3118688963931733, 0.4134550665170815, 0.9824903866250436, 0.9779384945663405, 0.6423095927180983, 0.3543292238468616, 0.9037718465187603, 0.6347897876716511]",
30,159,"[0.8156092510992772, 0.5962137892798802, 0.6509054298437446, 0.3641069343173099, 0.9759037873488572, 0.4323173200226711, 0.9458939936453472, 0.6514158299815693, 0.8932220345327981, 0.9599087942820469, 0.13577174931603186, 0.6925028270886217, 0.3114419302068302]",eye
30,160,"[0.9642249299779309, 0.3917802902924781, 0.34578402529791574, 0.9173142909519089, 0.2262551883446069, 0.8265935586733706, 0.46557409646447157, 0.17780567848772688, 0.4616015440328054, 0.4379795269304899, 0.5695065592569005, 0.3204271495868636, 0.7964517692824121]",mouth
31,1,"[0.5649907274051739, 0.5527680997483778, 0.11791859610747923, 0.5142890454515345, 0.3035666969986902, 0.8274468135429318, 0.09710014545990231, 0.6771671125413118, 0.11624665134323942, 0.3216085623500923, 0.29512657903153916, 0.09530324408750812, 0.566467424547903]",eye
31,2,"[0.27401986668003364, 0.21023701229985992, 0.5215159486777661, 0.7286607454284952, 0.27416542882171435, 0.47107956075080504, 0.33063684489018885, 0.5583982586393733, 0.7847415658346727, 0.046177723770824186, 0.31019192598776046, 0.31024533414378774, 0.9492533896678326]",eye
31,3,"[0.3788888413870304, 0.7441678045590059, 0.47394186354038437, 0.2119700245829511, 0.41801617682962555, 0.09398083716020655, 0.6682297407165934, 0.3988997892634013, 0.31116457614101967, 0.4611024386102377, 0.802721194287041, 0.6327271384061622, 0.26235430852264385]",
31,4,"[0.9877118983951774, 0.24361618066718405, 0.9204423125259745, 0.8794370724530823, 0.7251216602278867, 0.332419919017486, 0.4795149313279451, 0.07104199615799944, 0.3565167513418185, 0.5888455355093998, 0.6256821954680268, 0.6535552891200542, 0.4649948782610174]",
31,5,"[0.3339979690841771, 0.4693338544612623, 0.11600597948590952, 0.5283109528383403, 0.4472834166578312, 0.7277509762788178, 0.4788315984337239, 0.7016352369505255, 0.7639532427997368, 0.03371885514058537, 0.8433687018939122, 0.16706648113352263, 0.8330810957050646]",mouth
31,6,"[0.007050411335720486, 0.13838394924468123, 0.052691950817629785, 0.8385611759480103, 0.7978464797953441, 0.15196297944974757, 0.3444992057401526, 0.04928913417367775, 0.5235929322419534, 0.35010501045830544, 0.3078851576442353, 0.3923528379737623, 0.740834525906366]",eye
31,7,"[0.19109379435125384, 0.3324640758655494, 0.7827618769478696, 0.12090923012833799, 0.5447979429795623, 0.6653505764947029, 0.8804197223860132, 0.8778041028008247, 0.08654921632379176, 0.46527360511476423, 0.03911681364523434, 0.9920721831470465, 0.5717524479812325]",mouth
31,8,"[0.18057372986247866, 0.030737910381818168, 0.4451274632801653, 0.985080950815129, 0.028863739716990633, 0.5216106673574781, 0.9250949202781851, 0.1431507294940202, 0.6877136437895209, 0.7538438536800006, 0.8800197407674313, 0.6742746060065421, 0.3634512429695592]",mouth
31,9,"[0.7274031589608666, 0.7326192889723097, 0.9071157921944825, 0.34143008235229044, 0.3505817339121452, 0.6824572762252925, 0.9895707761078048, 0.5785374621697859, 0.01462138360834897, 0.36936335876481885, 0.20587479809278797, 0.4604549927967756, 0.5300140411705281]",mouth
31,10,"[0.2948178516347376, 0.3833535107637104, 0.9824332250183072, 0.41033150554209885, 0.012870666959212795, 0.45175924405156676, 0.39975486604279764, 0.4830000941351248, 0.40842675955935626, 0.9762615077832403, 0.6014694629266729, 0.5264560698356658, 0.4722737532951431]",mouth
31,11,"[0.39740913035294734, 0.7406896891021965, 0.26878102655301916, 0.32496619347840217, 0.08539217430839718, 0.021390988206903105, 0.41919650360417937, 0.711921176896604, 0.8706886286003378, 0.5715641511100801, 0.5005400638004336, 0.7781085827973181, 0.3061209525687685]",eye
31,12,"[0.8060189761526253, 0.616321876978, 0.011783419738610634, 0.8168491893084048, 0.17300656107100043, 0.08998925449729156, 0.7451667795247608, 0.9543770110269836, 0.8132930106241717, 0.3612886367690188, 0.6063536095499856, 0.7439270203019588, 0.022753320439248714]",eye
31,13,"[0.13547514360958135, 0.20492383667561676, 0.7595295542646695, 0.45381511501422334, 0.3644383177519923, 0.20013549408072429, 0.7594517392918259, 0.8965968321345151, 0.3163849420233553, 0.5350647667865467, 0.7861026546682012, 0.9023465731647087, 0.5708266820211028]",mouth
31,14,"[0.5881185002642393, 0.96800139828997, 0.948853939415518, 0.3696513589461179, 0.5066986805512204, 0.7137992189762968, 0.07054372378619067, 0.2104535763711498, 0.9215164072424081, 0.7120183792946976, 0.4910843020090746, 0.3712393796362743, 0.831543447865945]",
31,15,"[0.98646652858265, 0.2626775423248813, 0.9488881078430954, 0.04204752111432519, 0.996489779328046, 0.6962085438707742, 0.2096091883042518, 0.7718876558586583, 0.4225340240651314, 0.8048843486468183, 0.42075952032184194, 0.44275691313197907, 0.28942060765860667]",mouth
